"id","name","review_count","categories1","categories2","categories3","rating","latitude","longitude","price","distance"
"zettis-pizza-and-pasta-buffalo","Zetti's Pizza & Pasta","70","pizza","italian","","3.5","42.99091","-78.79178","$","7299.42485802"
"hamlin-house-buffalo","Hamlin House","21","burgers","sandwiches","tradamerican","4.0","42.8973770142","-78.873374939","$","5911.97084025"
"saigon-cafe-buffalo-3","Saigon Cafe","108","vietnamese","thai","","3.5","42.91117","-78.87748","$$","5526.76211466"
"dosa-place-buffalo","Dosa Place","40","indpak","vegetarian","","4.0","42.95946","-78.81858","$$","3597.19741174"
"mercato-by-osteria-166-buffalo-2","Mercato by Osteria 166","10","italian","","","4.0","42.8907","-78.87249","$$","6287.09528046"
"teds-hot-dogs-buffalo-4","Ted's Hot Dogs","84","hotdog","burgers","hotdogs","4.5","42.9620256279","-78.6970455781","$","10219.7000696"
"marinaros-larkin-tavern-buffalo","Marinaro's Larkin Tavern","13","newamerican","sportsbars","italian","4.0","42.873222","-78.851082","$","6738.53880776"
"organic-3-cafe-buffalo-3","Organic 3 Cafe","17","cafes","","","4.0","42.964005","-78.785315","$$","4689.7133204"
"taj-grill-buffalo","Taj Grill","220","indpak","buffets","seafood","4.0","42.946139","-78.868964","$$","5012.03354494"
"websters-bistro-and-bar-north-tonawanda-2","Webster's Bistro & Bar","73","newamerican","french","","4.5","43.0246951","-78.8773198","$$","12043.6225451"
"smoke-on-the-water-tonawanda","Smoke On The Water","167","bbq","salad","sandwiches","4.0","43.0198124312","-78.8747324986","$$","11463.3022659"
"bar-louie-buffalo-3","Bar Louie","64","bars","newamerican","","3.0","42.9155578092","-78.7638524921","$$","4215.17801718"
"vizzis-buffalo","Vizzi's","104","burgers","bars","","4.0","42.958866","-78.853652","$","4832.03659077"
"campfire-grill-depew-3","Campfire Grill","62","tradamerican","breakfast_brunch","comfortfood","4.5","42.9084015","-78.72258","$","7707.40703208"
"lake-effect-diner-buffalo-2","Lake Effect Diner","235","diners","breakfast_brunch","","3.5","42.950214386","-78.8264007568","$$","2798.01139872"
"caffe-espresso-buffalo-2","Caffe Espresso","22","italian","diners","bars","4.0","42.96687","-78.6946","$$","10670.5283462"
"phovana-amherst-2","Phovana","37","vietnamese","thai","hotpot","4.0","42.9709212455","-78.8056816533","$$","4912.60530106"
"imperial-pizza-buffalo","Imperial Pizza","103","pizza","hotdogs","","4.0","42.835994","-78.807212","$","10140.7968653"
"mulberry-italian-ristorante-lackawanna","Mulberry Italian Ristorante","226","italian","","","4.5","42.813167","-78.842254","$$","12886.3458722"
"breezy-burrito-buffalo","Breezy Burrito","21","mexican","","","3.5","42.8907","-78.87249","$","6287.09528046"
"happy-swallow-restaurant-buffalo","Happy Swallow Restaurant","2","tradamerican","","","4.5","42.9028719664","-78.8225410134","$","2807.06184408"
"salvatores-italian-gardens-restaurant-buffalo-3","Salvatore's Italian Gardens Restaurant","109","italian","seafood","steak","3.5","42.93682","-78.69553","$$$","9589.95132636"
"pan-american-grill-and-brewery-buffalo","Pan American Grill & Brewery","101","tradamerican","","","3.0","42.884675022","-78.8735532761","$$","6813.23584106"
"the-mess-hall-lackawanna","The Mess Hall","64","tradamerican","italian","burgers","4.0","42.8255399","-78.82495","$$","11329.1443039"
"olivers-buffalo","Oliver's","77","newamerican","seafood","cocktailbars","3.5","42.9412574768","-78.8673858643","$$$","4683.6214857"
"la-flor-bakery-buffalo","La Flor Bakery","7","puertorican","bakeries","","4.0","42.898456","-78.890022","$","7021.50053046"
"west-side-bazaar-buffalo","West Side Bazaar","91","food_court","","","4.5","42.9145878553","-78.8903063536","$","6429.63227119"
"macedonian-family-restaurant-buffalo","Macedonian Family Restaurant","7","tradamerican","","","4.0","42.871257782","-78.794708252","$","6386.81384928"
"fast-n-tasty-buffalo","Fast N' Tasty","70","ethiopian","mideastern","halal","4.0","42.89955","-78.87284","$$","5743.57867589"
"shys-downtown-steak-shop-buffalo","Shy's Downtown Steak Shop","17","cheesesteaks","tradamerican","","4.5","42.8920989077","-78.8394746329","$","4441.05097832"
"the-original-steakhouse-buffalo","The Original Steakhouse","1","steak","","","5.0","42.9224784275","-78.8265780732","$","1205.56641097"
"atrium-bar-and-bistro-buffalo","Atrium Bar & Bistro","14","newamerican","burgers","","3.5","42.88818","-78.87452","$$","6607.56782175"
"shys-subs-and-more-buffalo","Shy's Subs & More","13","cheesesteaks","chicken_wings","sandwiches","3.5","42.91895","-78.79827","$","1513.20478763"
"guercio-and-sons-buffalo","Guercio & Sons","60","grocery","markets","delis","4.5","42.9206542969","-78.8907775879","$","6357.35343217"
"lone-star-fajita-grill-buffalo","Lone Star Fajita Grill","62","tex-mex","","","4.0","42.9473342896","-78.8391952515","$","3091.80494522"
"remington-tavern-north-tonawanda","Remington Tavern","147","seafood","bars","","4.0","43.0229843695","-78.8732421398","$$$","11730.3757794"
"sazon-criollo-buffalo","Sazon Criollo","31","puertorican","","","4.5","42.8982941061","-78.8843967766","$","6616.00687884"
"cobblestone-buffalo","Cobblestone","18","bars","newamerican","","3.0","42.873703","-78.874488","$$","7752.54805348"
"the-gourmet-store-buffalo","The Gourmet Store","24","sandwiches","comfortfood","","4.0","42.8875351","-78.8751221","$","6677.99447136"
"protocol-restaurant-buffalo","Protocol Restaurant","50","seafood","steak","","3.5","42.9520469159","-78.6970015615","$$$","9822.85774704"
"panaros-buffalo-2","Panaro's","17","italian","","","4.0","42.8998202831","-78.8737953454","$$","5793.37873658"
"shish-kabab-express-buffalo","Shish Kabab Express","87","mideastern","","","4.0","42.9476357","-78.8635483","$","4691.38413719"
"buffalos-golden-corner-buffalo","Buffalo's Golden Corner","7","delis","sandwiches","convenience","4.5","42.9219894409","-78.8536911011","$","3347.46244455"
"steer-restaurant-buffalo-buffalo","Steer Restaurant Buffalo","88","bars","tradamerican","","3.5","42.9500827","-78.8269504","$$","2790.34015774"
"roosters-cafe-buffalo","Rooster's Cafe","19","cafes","","","4.5","42.82746","-78.84815","$","11442.0238943"
"teddys-family-restaurant-buffalo","Teddys Family Restaurant","9","breakfast_brunch","","","4.0","42.8306503","-78.8054581","$","10740.4342134"
"the-31-club-buffalo-2","The 31 Club","104","italian","venues","wine_bars","3.5","42.8926354","-78.8773298","$$$","6488.31106066"
"parkers-proper-fish-and-chips-buffalo","Parker's Proper Fish & Chips","73","fishnchips","british","","4.0","42.8606329552","-78.838251732","$$","7665.92049996"
"filling-station-restaurant-buffalo","Filling Station Restaurant","32","sandwiches","coffee","","4.0","42.876002","-78.849442","$$","6402.10096994"
"canal-club-62-north-tonawanda","Canal Club 62","13","bars","tradamerican","","4.5","43.0235849089","-78.8776390411","$$","11943.9427613"
"allen-street-hardware-store-cafe-buffalo","Allen Street Hardware Store Cafe","103","bars","newamerican","burgers","4.0","42.8997","-78.87924","$$","6180.29448911"
"sues-ny-deli-buffalo","Sue's NY Deli","72","delis","mediterranean","vegetarian","4.5","42.8910334918","-78.8731348515","$","6318.23520479"
"soho-burger-bar-buffalo","Soho Burger Bar","127","bars","burgers","breakfast_brunch","3.0","42.8903506092","-78.8755166531","$$","6516.59907358"
"caffèology-buffalo-2","Caffèology","54","coffee","breakfast_brunch","soup","4.5","42.8995245196","-78.870907655","$","5612.4515839"
"canalside-buffalo-buffalo-2","Canalside Buffalo","16","icecream","hotdog","burgers","3.5","42.8756855038","-78.8787854231","$","7824.47267676"
"apple-wood-cafe-williamsville","Apple Wood Cafe","109","newamerican","sandwiches","","4.5","42.96111","-78.75217","$$","6238.23909768"
"the-chocolate-bar-buffalo","The Chocolate Bar","205","desserts","bars","newamerican","3.5","42.8906386","-78.8773037","$$","6610.70265514"
"cantina-loco-buffalo","Cantina Loco","352","mexican","","","3.5","42.89964","-78.87698","$$","6025.21076188"
"mckenzies-soul-food-shack-buffalo-2","McKenzie's Soul Food Shack","12","southern","soulfood","","4.5","42.8932724","-78.8373718","$","4301.54453575"
"lucy-ethiopian-cuisine-buffalo-2","Lucy Ethiopian Cuisine","8","ethiopian","african","","4.5","42.9534","-78.90605","$$","8107.46980494"
"fables-cafe-buffalo","Fables Cafe","38","sandwiches","breakfast_brunch","cafes","4.0","42.8853038","-78.8732356","$","6657.65128722"
"sports-city-pizza-pub-buffalo","Sports City Pizza Pub","14","pizza","sportsbars","chicken_wings","4.5","42.9223286634","-78.8981444389","$$","6939.11519718"
"jack-astors-bar-and-grill-buffalo","Jack Astor's Bar & Grill","58","sportsbars","burgers","","3.0","42.9090344","-78.7622093","$$","4412.12598863"
"panos-restaurant-buffalo","Pano's Restaurant","309","greek","","","3.0","42.9267082","-78.8768082","$$","5176.41764803"
"moor-pat-williamsville-2","Moor Pat","63","bars","tradamerican","","4.5","42.9633058","-78.7445192","$$","6889.38449904"
"caffe-aroma-buffalo","Caffe Aroma","101","cafes","newamerican","","4.0","42.9231842842","-78.8768389072","$","5201.9974636"
"gypsy-parlor-buffalo","Gypsy Parlor","57","bars","mediterranean","","4.0","42.924162","-78.890152","$$","6276.23851189"
"kaydara-noodle-bar-buffalo","Kaydara Noodle Bar","136","noodles","","","3.5","42.89497","-78.8707699","$$","5897.82812126"
"pho-dollar-buffalo","Pho Dollar","157","vietnamese","soup","","4.0","42.9155469","-78.889792","$$","6369.57653041"
"aro-bar-de-tapas-williamsville","Aro Bar de Tapas","84","cocktailbars","spanish","tapasmallplates","4.0","42.9783451","-78.732509","$$$","8520.19068063"
"mandys-cafe-buffalo","Mandy's Cafe","10","tradamerican","bars","seafood","4.5","42.8567504883","-78.7434539795","$","9664.99163188"
"kellys-korner-buffalo","Kelly's Korner","26","tradamerican","","","4.0","42.9528084","-78.8691483","$","5398.58944904"
"tokyo-2-seafood-and-steakhouse-buffalo","Tokyo 2 Seafood and Steakhouse","98","japanese","steak","","4.0","42.945076","-78.8683548","$$","4908.0685716"
"the-lunch-box-buffalo","The Lunch Box","6","streetvendors","newamerican","catering","4.0","42.9352112","-78.8421402","$","2492.08857851"
"ebenezer-ale-house-west-seneca","Ebenezer Ale House","124","newamerican","salad","sandwiches","4.0","42.8324089","-78.7424011","$$","11967.1380178"
"costanzos-bakery-buffalo","Costanzo's Bakery","17","bakeries","sandwiches","","4.0","42.87406","-78.7527999","$","7672.16988905"
"sidelines-sports-bar-and-grill-buffalo","Sidelines Sports Bar and Grill","45","sportsbars","","","4.0","42.8896220291","-78.8766891137","$$","6641.4806389"
"calios-buffalo","Calios","11","newamerican","","","3.0","42.927765","-78.877357","$","5227.12280154"
"ottos-restaurant-and-bar-buffalo","Otto's Restaurant & Bar","35","italian","","","3.5","42.92221","-78.75439","$$","4811.98807679"
"natures-apothecary-buffalo","Nature's Apothecary","12","juicebars","vegan","raw_food","5.0","42.905849","-78.88829","$$","6557.13625604"
"lunettas-buffalo-2","Lunetta's","23","pizza","tradamerican","tacos","4.0","42.9454879761","-78.767036438","$","4287.27564451"
"steves-pig-and-ox-roast-buffalo","Steve's Pig & Ox Roast","20","sandwiches","","","4.0","42.8270111084","-78.8164901733","$","11132.3825331"
"wing-kings-buffalo","Wing Kings","11","chicken_wings","desserts","burgers","4.5","42.9475","-78.860705","$$","4486.11603887"
"chick-mex-grill-buffalo","chick-mex grill","11","tex-mex","tradamerican","mexican","4.0","43.0019067","-78.7854763","$","8629.9640839"
"la-bella-sicilia-buffalo","La Bella Sicilia","65","pizza","","","3.5","42.9236450195","-78.7771835327","$$","2954.38581663"
"templeton-landing-buffalo","Templeton Landing","127","newamerican","seafood","venues","2.5","42.87924","-78.88468","$$","7884.43346648"
"lucys-kitchen-buffalo","Lucy's kitchen","2","latin","","","5.0","42.9521601254","-78.9048526436","","7967.12216035"
"bailey-seafood-buffalo","Bailey Seafood","49","seafood","seafoodmarkets","","4.0","42.945144","-78.8137949","$","2008.21282686"
"ming-cafe-buffalo","Ming Cafe","24","chinese","coffee","","4.0","42.95296","-78.82442","$$","3011.72708363"
"currys-restaurant-and-pub-buffalo","Curry's Restaurant And Pub","26","pubs","tradamerican","","4.0","42.9585113525","-78.8503341675","$$","4622.12232787"
"the-public-house-buffalo","The Public House","65","pubs","","","3.5","42.9479727","-78.8635879","$$","4715.77883478"
"brunos-pizzeria-buffalo","Bruno's Pizzeria","25","pizza","hotdogs","chicken_wings","4.0","42.962715","-78.8040449","$","4040.96390443"
"louisiana-cookery-buffalo","Louisiana Cookery","4","foodtrucks","cajun","","5.0","None","None","$","6972.43658188"
"olympic-family-restaurant-buffalo-3","Olympic Family Restaurant","40","burgers","breakfast_brunch","greek","3.0","42.93453","-78.71491","$$","8026.14760166"
"good-guys-deli-and-gril-buffalo","Good Guys Deli and Gril","6","grocery","delis","","4.5","42.901931","-78.885696","$","6534.77447674"
"buffalo-rome-buffalo-2","Buffalo Rome","22","coffee","cafes","","4.5","42.9030991","-78.8882828","$","6669.80341356"
"essex-st-pub-buffalo","Essex St. Pub","90","pubs","bbq","tradamerican","4.0","42.91329","-78.88273","$$","5868.41936397"
"babas-restaurant-buffalo","Babas Restaurant","6","mediterranean","","","3.5","42.945266","-78.813331","$$","2022.96838252"
"siena-amherst","Siena","88","diners","italian","","4.0","42.963631","-78.782743","$$$","4759.13960426"
"gene-mccarthys-buffalo","Gene McCarthy's","84","tradamerican","breweries","irish","4.0","42.8658790588","-78.859588623","$$","7784.71393206"
"black-forest-adler-amherst","Black Forest Adler","78","german","","","4.5","43.0210568011","-78.8221567869","$$","10496.7431226"
"joes-deli-buffalo","Joe's Deli","83","delis","sandwiches","","4.5","42.94789","-78.8592","$","4413.45160199"
"the-village-inn-grand-island","The Village Inn","28","diners","newamerican","","4.0","42.971862","-78.945892","$$","11894.3438681"
"the-poked-yolk-west-seneca","The Poked Yolk","137","breakfast_brunch","","","4.5","42.851921","-78.698234","$","12549.4474412"
"the-dock-waterfront-bar-and-grill-buffalo","The Dock Waterfront Bar & Grill","15","tradamerican","salad","seafood","3.0","42.7826816559","-78.8543243643","$$","16403.3765867"
"krispy-krunchy-chicken-buffalo-2","Krispy Krunchy Chicken","10","chickenshop","chicken_wings","","4.0","42.9685223848","-78.8234945387","$","4695.30127075"
"sweet-ness-7-café-buffalo-2","Sweet_ness 7 Café","192","coffee","breakfast_brunch","cafes","4.0","42.9200424","-78.8904068","$","6337.06399999"
"acropolis-opa-buffalo-3","Acropolis OPA","119","breakfast_brunch","greek","mediterranean","3.5","42.9164","-78.87735","$$","5355.34793165"
"blue-fire-bar-and-grill-amherst","Blue Fire Bar & Grill","19","bars","newamerican","","3.5","42.9884911","-78.7928619","$$","7029.87714516"
"the-grill-buffalo","The Grill","4","newamerican","bbq","bars","4.0","42.8764191","-78.849617","$","6367.23976873"
"sportsmens-tavern-buffalo","Sportsmen's Tavern","28","chicken_wings","musicvenues","bars","4.5","42.93786","-78.89183","$","6514.86678"
"clay-handi-restaurant-buffalo","Clay Handi Restaurant","2","halal","pakistani","indpak","4.5","42.967302","-78.870969","$$","6486.09403388"
"a-and-b-bbq-buffalo","A&B BBQ","6","bbq","","","4.0","42.852371","-78.817497","$","8314.93030714"
"angs-lunch-car-buffalo","Ang's Lunch Car","2","restaurants","","","5.0","42.8724242002","-78.821040988","","6103.84488455"
"the-lunch-box-buffalo-3","The Lunch Box","3","breakfast_brunch","vegetarian","sandwiches","5.0","42.87767","-78.857131","","6558.11521756"
"curlys-grille-lackawanna-2","Curly's Grille","70","caribbean","gluten_free","tradamerican","4.0","42.82562","-78.82766","$$","11356.5217522"
"original-pancake-house-buffalo","Original Pancake House","93","breakfast_brunch","diners","tradamerican","3.5","43.0110664368","-78.8216323853","$$","9363.96571142"
"wd-bar-and-grille-buffalo","WD Bar & Grille","9","steak","bars","tradamerican","4.0","42.8738248","-78.8713157","$$$","7511.59992176"
"airport-pizzeria-buffalo","Airport Pizzeria","12","pizza","","","4.5","42.9281005859","-78.7504577637","$","5107.2958513"
"amherst-buffet-buffalo","Amherst Buffet","31","chinese","","","3.0","42.9968847561","-78.8213822991","$$","7790.23879628"
"koreana-tonawanda","Koreana","133","korean","","","4.5","42.9816779494","-78.8230875134","$","6136.45284883"
"the-lunch-box-buffalo-2","The Lunch Box","14","bagels","salad","sandwiches","4.5","42.8864624737","-78.8719958412","$$","6584.23802444"
"artones-pizza-and-subs-buffalo","Artone's Pizza & Subs","10","pizza","sandwiches","","4.5","42.8595543","-78.814682","$","7510.63528336"
"riverstone-grill-grand-island","Riverstone Grill","68","seafood","steak","newamerican","3.5","42.98641","-78.94885","$$","12862.2283029"
"teds-hot-dogs-buffalo-3","Ted's Hot Dogs","30","hotdog","burgers","hotdogs","4.0","42.8908503056","-78.8775336742","$","6619.40789706"
"lloyd-taco-trucks-buffalo","Lloyd Taco Trucks","293","mexican","foodtrucks","","4.0","42.91188","-78.87726","$","5218.32840218"
"grindhaus-cafe-buffalo-2","Grindhaus Cafe","47","coffee","cafes","","4.5","42.8993377707","-78.8760051504","$","5975.19102627"
"you-crack-me-up-buffalo","You Crack Me Up","2","foodtrucks","breakfast_brunch","sandwiches","5.0","42.84471","-78.82369","","9191.42032332"
"p-f-changs-buffalo-3","P.F. Chang's","118","chinese","asianfusion","gluten_free","3.0","42.9152375975","-78.763125778","$$","4282.8650873"
"perks-cafe-buffalo-2","Perks Cafe","63","breakfast_brunch","coffee","gluten_free","4.0","42.909145","-78.877446","$","5601.31237615"
"2-forks-up-getzville","2 Forks Up","15","newamerican","tradamerican","","4.0","43.03005","-78.75248","$$","12470.641441"
"the-griffon-gastropub-niagara-falls","The Griffon Gastropub","443","newamerican","pubs","gastropubs","4.5","43.104287","-78.982444","$$","24034.4307356"
"athens-restaurant-buffalo","Athens Restaurant","25","greek","diners","breakfast_brunch","4.0","42.9200592041","-78.7838897705","$","2508.18922054"
"hideaway-grille-north-tonawanda-2","Hideaway Grille","43","tradamerican","","","4.5","43.0342063308","-78.86147663","$$","12528.5316539"
"olympic-family-restaurant-buffalo","Olympic Family Restaurant","50","burgers","breakfast_brunch","greek","3.0","42.980489","-78.884858","$","8325.0514464"
"appletree-halal-restaurant-and-market-buffalo-5","Appletree Halal Restaurant & Market","12","pakistani","halal","mideastern","4.5","42.900632","-78.8443829","$$","3887.35143583"
"macys-place-buffalo-2","Macy's Place","16","pizza","","","4.0","42.92596","-78.76127","$","4227.12543547"
"sun-cuisines-williamsville","Sun Cuisines","36","burmese","sushi","thai","3.5","42.9636736061","-78.7384204946","$$","7319.51907726"
"chefs-restaurant-buffalo","Chef's Restaurant","225","italian","","","3.5","42.87857","-78.86563","$$","6879.14636076"
"bellevue-hotel-buffalo","Bellevue Hotel","2","tradamerican","bars","sandwiches","4.5","42.89389","-78.73752","$","7195.61422039"
"the-original-soup-man-buffalo","The Original Soup Man","33","gourmet","diners","sandwiches","4.0","42.9767797","-78.7387455","$","8199.23244053"
"007-chinese-food-buffalo","007 Chinese Food","14","dimsum","","","4.5","42.9148969082","-78.8903851132","$","6431.88228944"
"lovejoy-pizza-buffalo-2","Lovejoy Pizza","43","pizza","","","4.0","42.898388","-78.870667","$","5666.2844897"
"ulrichs-tavern-buffalo-3","Ulrich's Tavern","54","newamerican","","","3.0","42.896721","-78.868774","$$","5648.24040868"
"west-african-international-market-and-take-out-restaurant-buffalo","West African International Market & Take Out Restaurant","1","african","","","5.0","42.9398345947","-78.8133163452","","1418.06446924"
"friendlys-buffalo-3","Friendly's","19","burgers","icecream","tradamerican","3.0","42.9520911691","-78.696237132","$","9916.77174834"
"schnitzel-and-co-east-amherst","Schnitzel & Co","86","german","","","4.0","43.0203946887","-78.6976818368","$$","13997.6498597"
"polish-villa-cheektowaga","Polish Villa","61","diners","polish","","4.0","42.89255","-78.7549","$$","6106.64304401"
"nickel-creek-cafe-buffalo","Nickel Creek Cafe","11","chicken_wings","pizza","sandwiches","3.5","42.858165741","-78.7092971802","$","11405.1028988"
"encore-buffalo","Encore","65","sushi","seafood","","3.5","42.8927459717","-78.8736572266","$$","6227.47422242"
"desis-mkt-restaurant-buffalo","Desi's Mkt Restaurant","3","restaurants","","","4.5","42.8719215393","-78.8203582764","$","6160.29811774"
"john-and-marys-buffalo","John & Mary's","20","pizza","sandwiches","chicken_wings","3.0","42.93918","-78.7839","$","2759.39303234"
"mythos-buffalo","Mythos","102","greek","mediterranean","","3.5","42.91099","-78.8774","$$","5529.13862704"
"spot-coffee-buffalo-2","Spot Coffee","126","sandwiches","salad","coffeeroasteries","4.0","42.8904602","-78.8766457","$","6571.01407766"
"steves-clam-bar-buffalo","Steve's Clam Bar","3","seafood","","","4.5","42.947425","-78.851737","","3869.61457782"
"ike-and-bgs-barbeque-rest-buffalo","Ike & Bg's Barbeque Rest","1","bbq","","","4.0","42.910373","-78.819908","$","1937.18074354"
"amaretto-bistro-williamsville","Amaretto Bistro","33","newamerican","","","4.5","42.9627151489","-78.6971969604","$$$","10237.633428"
"the-yelling-goat-lancaster","The Yelling Goat","72","bars","chicken_wings","mexican","3.5","42.90908","-78.67135","$$","11718.2627601"
"b-good-juice-eatery-buffalo","B. Good Juice + Eatery","19","juicebars","salad","sandwiches","4.0","42.9765410579","-78.7402347475","$$","8092.01837066"
"russells-steaks-chops-and-more-williamsville","Russell's Steaks Chops & More","171","steak","","","4.5","42.952815","-78.694719","$$$","10058.0381651"
"venus-buffalo","Venus","52","mediterranean","greek","","3.0","42.959463","-78.817743","$","3619.55886917"
"lucias-on-the-lake-hamburg","Lucia's On The Lake","56","italian","seafood","steak","4.0","42.77085","-78.86563","$$","17892.4152031"
"scharfs-german-restaurant-and-bar-buffalo","Scharf's German Restaurant & Bar","33","german","tradamerican","","3.0","42.8686","-78.77824","$$","7098.41008439"
"rachels-mediterranean-buffalo","Rachel's Mediterranean","57","mediterranean","","","3.5","42.890926","-78.876296","$$","6526.436969"
"georges-american-diner-buffalo","George's American Diner","5","diners","tradamerican","","3.5","42.9356088639","-78.9025968851","$","7341.8010333"
"royal-family-restaurant-buffalo","Royal Family Restaurant","57","greek","","","3.5","42.981336","-78.884836","$$","8390.85896834"
"namaste-williamsville","Namaste","37","indpak","buffets","","4.5","43.00066","-78.74083","$$","10102.2262963"
"new-jewel-of-india-buffalo-2","New Jewel Of India","38","indpak","","","4.5","42.94813","-78.86123","$$","4554.61196328"
"broaster-boys-chicken-and-smoke-house-fort-erie","Broaster Boys Chicken and Smoke House","8","chicken_wings","bbq","smokehouse","4.5","42.88646","-78.96408","$$","13088.8893579"
"gramma-moras-buffalo","Gramma Mora's","110","mexican","catering","","2.0","42.9474907","-78.8538666","$$","4012.88317451"
"800-maple-williamsville","800 Maple","91","newamerican","breakfast_brunch","steak","4.0","42.9913979","-78.7570084","$$","8487.11005319"
"mikes-steak-joint-buffalo","Mike's Steak Joint","12","sandwiches","steak","cheesesteaks","4.5","42.946235","-78.813331","$","2131.11393837"
"cafe-banchetti-buffalo","Cafe Banchetti","2","italian","","","4.0","43.03482","-78.8039","$","11997.0519469"
"the-market-on-elmwood-buffalo","The Market On Elmwood","16","tradamerican","delis","sandwiches","4.0","42.92434","-78.87726","$","5225.03967185"
"chennai-express-buffalo-2","Chennai Express","104","indpak","diners","srilankan","3.5","42.947971","-78.854003","$$","4055.58347086"
"knight-slider-buffalo","Knight Slider","50","burgers","foodtrucks","","4.5","42.96682","-78.87453","$","7513.99027446"
"berthas-diner-buffalo","Bertha's Diner","108","diners","breakfast_brunch","","4.0","42.9478912","-78.855278","$","4136.78996259"
"blue-lantern-lounge-elma","Blue Lantern Lounge","53","newamerican","lounges","","4.0","42.82206","-78.68307","$$","15756.6600891"
"the-towne-buffalo","The Towne","118","mediterranean","greek","","3.0","42.89927","-78.87683","$$","6035.9589"
"smokin-little-diner-depew-2","Smokin' Little Diner","18","bbq","diners","tradamerican","4.5","42.9020576477","-78.6947021484","$","10041.0070027"
"the-whole-hog-truck-buffalo","The Whole Hog Truck","35","bbq","foodtrucks","","4.5","42.899506","-78.878804","$","6162.28034182"
"la-gourmet-empanadas-buffalo","La Gourmet Empanadas","38","empanadas","spanish","","4.0","42.9146777093","-78.8934183866","$","6652.44104897"
"fuze-asian-grille-williamsville","Fuze Asian Grille","21","thai","burmese","sushi","4.0","42.9895836005","-78.7900461027","$$","7205.33946201"
"the-oakk-room-buffalo","The Oakk Room","14","cajun","soulfood","southern","3.5","42.9127010344","-78.8651177924","$$","4522.27823054"
"micheles-cafe-buffalo","Michele's Cafe","3","cafes","","","5.0","42.873873","-78.8253378","","5998.84317438"
"cantina-62-lackawanna","Cantina 62","22","mexican","breakfast_brunch","diners","4.0","42.8259053733","-78.8242412045","$","11286.4871378"
"epic-restaurant-and-lounge-buffalo","Epic Restaurant and Lounge","59","newamerican","lounges","","3.0","42.9086212814","-78.8770595938","$$","5585.89393335"
"golcha-cafe-buffalo","Golcha Cafe","6","indpak","","","4.5","42.9583737361","-78.8285146281","$","3696.84066344"
"jims-steakout-buffalo-4","Jim's Steakout","21","hotdogs","","","3.0","42.9494857788","-78.8287506104","$","2804.18450509"
"apollo-family-restaurant-buffalo-2","Apollo Family Restaurant","4","restaurants","","","5.0","42.8488044739","-78.8318939209","$$","8835.54696912"
"the-fire-house-sports-bar-and-grill-buffalo","The Fire House Sports Bar & Grill","6","sportsbars","seafood","pizza","3.0","42.8715551065","-78.7972159311","$","6309.54911401"
"ko-bar-and-grill-buffalo","KO Bar and Grill","9","bars","tradamerican","","4.0","42.9458490014","-78.8681995869","$","4942.1302527"
"slavic-bazzar-buffalo","Slavic Bazzar","5","russian","importedfood","","4.0","42.885036","-78.813355","$","4675.27544846"
"barrys-grill-buffalo","Barry's Grill","9","newamerican","","","4.0","42.936684","-78.893066","$$","6591.45028165"
"kenmore-village-restaurant-buffalo","Kenmore Village Restaurant","24","breakfast_brunch","greek","tradamerican","4.5","42.95971","-78.8886799","$","7145.95320667"
"jims-steakout-buffalo","Jim's Steakout","73","sandwiches","hotdogs","steak","3.5","42.89056","-78.87655","$","6560.9975455"
"fasos-restaurant-buffalo","Faso's Restaurant","22","italian","tradamerican","pizza","3.5","42.9419288635","-78.9065322876","$$","7767.27061767"
"99-brick-oven-bar-and-grille-lancaster","99 Brick Oven Bar & Grille","53","pizza","newamerican","bars","4.0","42.89786","-78.6748999","$$","11717.9339719"
"o-g-wood-fire-pizza-truck-buffalo","O.G. Wood Fire Pizza Truck","15","foodtrucks","pizza","","4.5","42.9474532","-78.8637428","$","4698.52735371"
"rust-belt-bar-and-grill-buffalo","Rust Belt Bar and Grill","30","bars","tradamerican","","3.5","42.7839706","-78.8493476","$$","16184.2826485"
"dannys-restaurant-buffalo","Danny's Restaurant","80","tradamerican","sandwiches","steak","3.0","42.9280090332","-78.7478485107","$$","5318.87224055"
"caribbean-experience-buffalo","Caribbean Experience","13","caribbean","","","3.5","42.93351","-78.81325","$$","714.492435561"
"natalies-mediterranean-eatery-buffalo-3","Natalie's Mediterranean Eatery","12","lebanese","mediterranean","greek","4.0","42.889674693","-78.8696345577","$","6200.76497204"
"gordon-biersch-brewery-restaurant-cheektowaga-2","Gordon Biersch Brewery Restaurant","98","breweries","newamerican","bars","3.5","42.9152716882","-78.7638352243","$$","4226.7383892"
"marcos-italian-deli-buffalo-3","Marcos Italian Deli","36","delis","italian","sandwiches","4.5","42.9914627075","-78.7510986328","$$","8766.445611"
"seneca-towne-restaurant-buffalo","Seneca Towne Restaurant","15","greek","tradamerican","","3.5","42.83144","-78.7750931","$","11076.8699591"
"water-lily-cafe-bowmansville","Water Lily Cafe","60","thai","","","4.5","42.94343","-78.6797","$$","10987.049475"
"neapolis-family-restaurant-buffalo","Neapolis Family Restaurant","8","diners","","","4.0","42.89195","-78.81376","$","3906.94032231"
"gin-gin-restaurant-buffalo","Gin Gin Restaurant","119","chinese","","","3.5","42.979637721","-78.8083082651","$","5857.22189812"
